time,x,y,psi,u,v,r,p,delta,n,thrust,torque
0,3.400965,0.00210557,-0.04394528,1.17550883,0.00163815,-0.001188215,-0.003125,0.0244141,10.2295,42.408,1.03841
0.05,3.4597653,0.00214951,-0.04394529,1.17520969,0.00166334,-0.000212251,-0.003125,0.0244141,10.2295,42.398,1.0386
0.1,3.5185304,0.00224346,-0.04394529,1.17493062,0.00157186,0.000811223,-0.003125,0.0244141,10.2295,42.467,1.03942
0.15,3.5772512,0.00233135,-0.0439453,1.17484158,0.00147422,0.001935528,-0.003125,0.0244141,10.2295,42.728,1.04304
0.2,3.6359711,0.00239121,-0.0439453,1.17466595,0.00139649,0.003218671,-0.00103238,0.0244141,10.2295,43.149,1.04987
0.25,3.6947217,0.00245713,-0.0439453,1.17475306,0.00124006,0.004723137,0.0110238,0.012207,10.2295,43.526,1.05722
0.3,3.7534612,0.00251699,-0.0439453,1.17429663,0.00108395,0.006515553,0.02623721,-0.0854492,10.2295,43.756,1.06245
0.35,3.8122041,0.00258291,-0.0439453,1.17422111,0.00100648,0.008666149,0.03223153,-0.292969,10.2295,43.842,1.06504
0.4,3.8708675,0.00259883,-0.0439453,1.1738896,0.00075985,0.01124801,0.03633803,-0.57373,10.2295,43.91,1.06593
0.45,3.9295658,0.00266475,-0.0439453,1.17404768,0.00070396,0.01433608,0.03835714,-0.952148,10.2295,43.974,1.06637
0.5,3.9882307,0.00265869,-0.0439453,1.17406275,0.00076446,0.018005944,0.03950024,-1.40381,10.2295,44.061,1.06645
0.55,4.0469788,0.00270264,-0.0439453,1.1744838,0.00037755,0.022332444,0.04010706,-1.95312,10.2295,44.142,1.06683
0.6,4.1056861,0.00274658,-0.0439453,1.17460051,0.00007411,0.027388162,0.04043573,-2.55127,10.2295,44.203,1.06671
0.65,4.1644197,0.00271856,-0.0439453,1.17478965,-0.00007075,0.033241891,0.04061292,-3.21045,10.2295,44.248,1.06755
0.7,4.2231733,0.00271856,-0.0439453,1.1751757,-0.00016393,0.039957151,0.04070834,-3.9917,10.2295,44.286,1.06817
0.75,4.2819414,0.00269053,-0.0439453,1.17541089,-0.00044812,0.047590864,0.04075982,-4.73633,10.2295,44.39,1.07027
0.8,4.3407408,0.00269053,-0.0439453,1.17541639,-0.00089096,0.056192257,0.04078756,-5.54199,10.2295,44.549,1.0728
0.85,4.3995142,0.00261856,-0.0439453,1.17540415,-0.00087387,0.065802065,0.04080251,-6.34766,10.2295,44.62,1.07313
0.9,4.4582836,0.00254658,-0.0439453,1.17539359,-0.0010699,0.076452067,0.04081057,-7.10449,10.2295,44.637,1.07205
0.95,4.5170373,0.00252461,-0.0439453,1.17524004,-0.00124858,0.08816498,0.04081492,-7.93457,10.2295,44.683,1.07297
1,4.5757961,0.00243066,-0.0439453,1.17534008,-0.00144757,0.100954697,0.04081726,-8.70361,10.2295,44.699,1.07383
1.05,4.6345591,0.00236475,-0.0439453,1.17522144,-0.00163292,0.11482683,0.04081852,-9.50928,10.2295,44.712,1.07511
1.1,4.6933409,0.00228291,-0.0439453,1.17530115,-0.0015393,0.129779513,0.0408192,-10.3149,10.2295,44.6,1.07334
1.15,4.7520851,0.0021791,-0.03243705,1.17526484,-0.00195854,0.145804395,0.04081957,-11.0596,10.2295,44.407,1.07015
1.2,4.8108508,0.00209727,-0.01791505,1.17513667,-0.0025483,0.162887751,0.04081977,-11.8896,10.2295,44.259,1.06772
1.25,4.8695777,0.00196543,-0.00967255,1.17508555,-0.00275642,0.181011629,0.04081988,-12.6953,10.2295,44.296,1.06903
1.3,4.9283316,0.00177754,-0.0050926,1.17525887,-0.00312318,0.200154984,0.05232837,-13.4644,10.2295,44.394,1.0712
1.35,4.9870788,0.00163965,-0.00279059,1.17529143,-0.00308443,0.220294717,0.06685062,-14.2822,10.2295,44.553,1.07391
1.4,5.0458456,0.00145781,0.00509033,1.17496801,-0.00352572,0.241406573,0.07509328,-15.0513,10.2295,44.661,1.0746
1.45,5.1046181,0.001304,0.01900603,1.17478036,-0.00370058,0.263465877,0.07967331,-15.8569,10.2295,44.815,1.07595
1.5,5.1633562,0.00110625,0.03148239,1.17448145,-0.00382,0.286448052,0.08197536,-16.6626,10.2295,45.022,1.07873
1.55,5.2220451,0.0009085,0.04364015,1.17429379,-0.00394105,0.31032893,0.08327471,-17.4072,10.2295,45.261,1.08299
1.6,5.2807914,0.00071074,0.06007342,1.17433771,-0.00428219,0.335084843,0.0839586,-18.2617,10.2295,45.367,1.08466
1.65,5.3395054,0.00050693,0.0738805,1.17461745,-0.00461916,0.360692501,0.0843314,-19.0186,10.2295,45.462,1.08619
1.7,5.3982209,0.00025312,0.09167542,1.17444643,-0.00492422,0.387128682,0.08682829,-19.8242,10.2295,45.493,1.08652
1.75,5.4569558,0.00001143,0.11187853,1.17458828,-0.00546797,0.414369761,0.09904593,-20.6299,10.2295,45.525,1.08707
1.8,5.5157013,-0.00027422,0.13408767,1.17421719,-0.00542339,0.44239112,0.11198396,-21.3745,10.2295,45.491,1.08645
1.85,5.5743825,-0.00058789,0.15490389,1.17382051,-0.00594397,0.471166491,0.11992805,-22.2168,10.2295,45.474,1.08561
1.9,5.6331252,-0.00082959,0.17526382,1.17321096,-0.00601876,0.500667277,0.12404071,-22.9858,10.2295,45.528,1.08619
1.95,5.6916999,-0.00119326,0.20207086,1.17271452,-0.00646472,0.530861928,0.12616726,-23.7671,10.2295,45.723,1.08848
2,5.7503271,-0.00147891,0.22640913,1.1723819,-0.00657746,0.561715406,0.12734884,-24.6094,10.2295,45.887,1.09065
2.05,5.8089333,-0.00183652,0.2536828,1.17245914,-0.00669796,0.593188817,0.13477942,-25.3418,10.2295,46.031,1.09312
2.1,5.8675716,-0.00216611,0.28265803,1.17202037,-0.00692494,0.625239237,0.1484101,-26.1841,10.2295,46.092,1.09503
2.15,5.9261872,-0.00251768,0.31311099,1.17221688,-0.00750216,0.657819777,0.16030708,-26.8677,10.2295,46.153,1.09639
2.2,5.9847456,-0.00289727,0.34485084,1.17256613,-0.00758191,0.690879887,0.16568948,-27.5024,10.2295,46.299,1.09929
2.25,6.0434125,-0.0033208,0.38099918,1.17232854,-0.00739694,0.724365914,0.16895789,-28.1128,10.2295,46.482,1.10258
2.3,6.1020341,-0.00366631,0.41581492,1.17250051,-0.00828269,0.758221876,0.17064808,-28.5889,10.2295,46.537,1.10399
2.35,6.160636,-0.00406182,0.45383565,1.17261831,-0.00848476,0.792390417,0.17157549,-28.9795,10.2295,46.568,1.10488
2.4,6.2192927,-0.00455127,0.49507781,1.17233515,-0.0085145,0.826813894,0.17207362,-29.3579,10.2295,46.717,1.10815
2.45,6.277903,-0.00496875,0.53746988,1.17178237,-0.0089407,0.861435516,0.17662691,-29.6143,10.2295,46.974,1.11258
2.5,6.3365036,-0.0054082,0.58060722,1.17115753,-0.00905317,0.896200475,0.18940233,-29.7852,10.2295,47.22,1.11784
2.55,6.3950298,-0.00589766,0.62663613,1.17155965,-0.00915384,0.931056984,0.20322622,-29.9194,10.2295,47.504,1.12187
2.6,6.4535498,-0.00633711,0.67561904,1.17151562,-0.00930889,0.965957172,0.20897407,-29.9438,10.2295,47.748,1.12713
2.65,6.5121903,-0.00682656,0.72541992,1.17200485,-0.00940686,1.000857771,0.21257441,-29.9561,10.2295,47.905,1.12988
2.7,6.5707616,-0.00728799,0.77841944,1.17208923,-0.00913921,1.035720565,0.2144165,-29.9561,10.2295,47.945,1.13231
2.75,6.6294096,-0.00779336,0.83037971,1.17234913,-0.00864906,1.07051258,0.21542509,-29.9561,10.2295,47.798,1.13067
2.8,6.688019,-0.00818887,0.88502777,1.17251269,-0.00906677,1.105206031,0.21596822,-29.9561,10.2295,47.638,1.12827
2.85,6.7466503,-0.00860029,0.94232082,1.17238529,-0.00936836,1.139778039,0.21626003,-29.9561,10.2295,47.482,1.12527
2.9,6.8053122,-0.00913369,1.00269961,1.17257043,-0.00899902,1.174210173,0.21641779,-29.9561,10.2295,47.432,1.12432
2.95,6.8639138,-0.00957314,1.0623342,1.17178187,-0.00926044,1.208487861,0.21188934,-29.9561,10.2295,47.441,1.12369
3,6.9225156,-0.01000654,1.12488881,1.17089838,-0.00949862,1.242599746,0.20392138,-29.9561,10.2295,47.519,1.12461
3.05,6.9810391,-0.01051191,1.18765921,1.17020224,-0.00895909,1.276537036,0.19669806,-29.9561,10.2295,47.569,1.12498
3.1,7.0394963,-0.01097334,1.25317594,1.16972998,-0.00876805,1.310292914,0.18889851,-29.9561,10.2295,47.579,1.12534
3.15,7.0979329,-0.01136279,1.31986343,1.16954831,-0.00894729,1.343862049,0.18098576,-29.9561,10.2295,47.609,1.12586
3.2,7.156397,-0.01180224,1.38707341,1.16949105,-0.00867289,1.377240233,0.17752165,-29.9561,10.2295,47.652,1.12664
3.25,7.2148722,-0.01226367,1.45440092,1.16935747,-0.00850145,1.410424169,0.17519515,-29.9561,10.2295,47.574,1.12512
3.3,7.2733635,-0.01265312,1.52676916,1.16937256,-0.00810197,1.443411386,0.1740489,-29.9561,10.2295,47.361,1.12213
3.35,7.3317774,-0.01309257,1.6002617,1.16928979,-0.00771837,1.476200278,0.16682025,-29.9561,10.2295,47.083,1.11747
3.4,7.3902473,-0.01341611,1.67728368,1.16885337,-0.00765109,1.508790229,0.15324534,-29.9561,10.2295,47.041,1.11784
3.45,7.4486932,-0.01380556,1.75563635,1.16832214,-0.00732075,1.541181788,0.14095625,-29.9561,10.2295,47.145,1.12112
3.5,7.5070963,-0.0141791,1.83469267,1.16743045,-0.006771,1.573376846,0.13548024,-29.9561,10.2295,47.371,1.12646
3.55,7.5654662,-0.01450263,1.91414544,1.16665844,-0.00660329,1.605378791,0.13233297,-29.9561,10.2295,47.498,1.12925
3.6,7.6237893,-0.0148042,1.99380239,1.16615313,-0.00606785,1.637192603,0.12616971,-29.9561,10.2295,47.552,1.13007
3.65,7.6820532,-0.01513379,2.07828509,1.16599322,-0.00529844,1.668824862,0.1151116,-29.9561,10.2295,47.558,1.12928
3.7,7.7403246,-0.01536338,2.16406213,1.16613485,-0.00482997,1.700283661,0.10387315,-29.9561,10.2295,47.526,1.12762
3.75,7.7986319,-0.01557705,2.25087119,1.1662612,-0.0047223,1.731578415,0.09395721,-29.9561,10.2295,47.473,1.12641
3.8,7.8569736,-0.01581269,2.33816532,1.16650429,-0.0036797,1.762719561,0.08982752,-29.9561,10.2295,47.459,1.1263
3.85,7.9152743,-0.01600439,2.42573615,1.16665163,-0.00278889,1.793718178,0.08746118,-29.9561,10.2295,47.373,1.12577
3.9,7.9736356,-0.01608017,2.51784363,1.16615264,-0.00251096,1.824585507,0.08621642,-29.9561,10.2295,47.303,1.12671
3.95,8.0319615,-0.01616201,2.61117994,1.16585836,-0.00195004,1.85533242,0.07865405,-29.9561,10.2295,47.226,1.12925
4,8.0902103,-0.01629384,2.70360861,1.16497385,-0.00125317,1.885968833,0.0649782,-29.9561,10.2295,47.139,1.13165
4.05,8.1484792,-0.01630371,2.79808078,1.16445354,-0.00028129,1.916503101,0.05520167,-29.9561,10.2295,46.983,1.13121
4.1,8.2066755,-0.01631357,2.89510867,1.16414044,0.00026924,1.946941412,0.04784667,-29.9561,10.2295,47.001,1.13249
4.15,8.2648593,-0.01625752,2.99359301,1.16395884,0.0007863,1.97728721,0.04465236,-29.9561,10.2295,47.096,1.13445
4.2,8.3230456,-0.01622949,3.09530366,1.16419038,0.00129584,2.007540685,0.04287138,-29.9561,10.2295,47.149,1.13497
4.25,8.3812475,-0.01615752,3.197975,1.16410366,0.00210066,2.037698354,0.04192483,-29.9561,10.2295,47.187,1.13542
4.3,8.4394683,-0.01600752,3.29880007,1.16435673,0.00281218,2.067752761,0.04141636,-29.9561,10.2295,47.247,1.13565
4.35,8.4976443,-0.01586357,3.40137118,1.16474644,0.00380527,2.097692333,0.04114117,-29.9561,10.2295,47.245,1.13499
4.4,8.5559152,-0.01565371,3.50900721,1.16459623,0.00458735,2.127501395,0.04099324,-29.9561,10.2295,47.171,1.13309
4.45,8.6141785,-0.01540595,3.61605835,1.16428898,0.00521908,2.157160363,0.04091336,-29.9561,10.2295,47.001,1.1307
4.5,8.6723487,-0.01514834,3.72600265,1.16411227,0.00612268,2.186646089,0.04087033,-29.9561,10.2295,46.873,1.12911
4.55,8.7305438,-0.01479677,3.83430761,1.16331798,0.00651608,2.215932356,0.04084713,-29.9561,10.2295,46.775,1.12836
4.6,8.7887522,-0.01443916,3.94493823,1.16341904,0.00751545,2.244990463,0.04741632,-29.9561,10.2295,46.615,1.12658
4.65,8.8468751,-0.01408154,4.05821893,1.16283553,0.00852643,2.273789868,0.05571487,-29.9561,10.2295,46.35,1.12275
4.7,8.9050335,-0.01358603,4.17485412,1.16259341,0.009293,2.302298822,0.0665248,-29.9561,10.2295,46.123,1.11902
4.75,8.9631397,-0.01309658,4.2904018,1.16197007,0.01000938,2.330484951,0.07576,-29.9561,10.2295,45.979,1.11676
4.8,9.0212647,-0.01260713,4.40863814,1.16202953,0.01131469,2.358315723,0.07964843,-29.9561,10.2295,45.944,1.11674
4.85,9.0792825,-0.01201767,4.53187321,1.16130427,0.01230331,2.385758779,0.08208458,-29.9561,10.2295,45.975,1.11892
4.9,9.1374035,-0.01131836,4.65235731,1.16085174,0.01284397,2.412782107,0.08330958,-29.9561,10.2295,45.951,1.11924
4.95,9.1953918,-0.01070312,4.7755792,1.16085107,0.01409855,2.439354059,0.08398302,-29.9561,10.2295,45.918,1.11898
5,9.253422,-0.00998789,4.89861856,1.16035113,0.01546968,2.465443237,0.08434426,-29.9561,10.2295,45.942,1.11963
5.05,9.3114846,-0.00915674,5.02447028,1.16008497,0.01660179,2.491018306,0.08683513,-29.9561,10.2295,46.155,1.12507
5.1,9.3694464,-0.00828164,5.15134772,1.1595868,0.01753016,2.516047759,0.09224423,-29.9561,10.2295,46.431,1.12965
