time,x,y,psi,u,v,r,p,delta,n,thrust,torque
0,2.3437128,-0.00063721,0,1.18062711,-0.00008817,0.000207318,-0.00838805,-0.012207,10.2295,41.379,1.02496
0.05,2.4027262,-0.00063721,0,1.18035111,-0.00017287,0.000302887,-0.00600628,-0.012207,10.2295,41.337,1.02375
0.1,2.4617628,-0.00063721,0,1.17997713,-0.0001789,0.000435951,-0.00466909,-0.012207,10.2295,41.223,1.02144
0.15,2.5207313,-0.00065918,0,1.17952946,-0.00007491,0.000618277,-0.00395515,-0.012207,10.2295,41.126,1.02041
0.2,2.579723,-0.00065918,0,1.17907634,-0.00004952,0.00086416,-0.00357381,-0.012207,10.2295,41.146,1.02225
0.25,2.6386443,-0.00065918,0,1.17873996,-0.00013923,0.00119056,-0.00336653,-0.012207,10.2295,41.226,1.02455
0.3,2.6975676,-0.00065918,0,1.17830765,-0.00015848,0.001617104,-0.00325533,-0.012207,10.2295,41.385,1.02666
0.35,2.7564693,-0.00068115,0,1.17850406,-0.00007004,0.002165924,-0.00319523,-0.012207,10.2295,41.488,1.02683
0.4,2.8153842,-0.00068115,0,1.17793333,-0.00005021,0.002861277,-0.00316286,-0.012207,10.2295,41.477,1.02442
0.45,2.8743257,-0.00068115,0,1.17763467,0.00021389,0.003728957,0.00343614,-0.012207,10.2295,41.405,1.02224
0.5,2.9331443,-0.00068115,0,1.17789369,0.00028644,0.004795475,0.01667727,-0.012207,10.2295,41.385,1.02275
0.55,2.9920438,-0.00063115,0,1.17769026,0.00037177,0.006087049,0.02878583,-0.012207,10.2295,41.398,1.02437
0.6,3.0509407,-0.00063115,0,1.17796346,0.00038065,0.00762845,0.03416448,-0.012207,10.2295,41.589,1.02768
0.65,3.1098147,-0.00063115,0,1.17768101,0.00064649,0.009441787,0.03725935,-0.012207,10.2295,41.979,1.03384
0.7,3.1687018,-0.00058115,0,1.17771152,0.00086352,0.011545339,0.03890541,-0.012207,10.2295,42.382,1.03964
0.75,3.2275605,-0.00053115,0,1.17766179,0.00108629,0.013952555,0.03978517,-0.012207,10.2295,42.514,1.0421
0.8,3.2864487,-0.00045918,0,1.17692693,0.00130752,0.01667135,0.04026353,-0.012207,10.2295,42.558,1.04211
0.85,3.3453675,-0.00038721,0,1.17708141,0.00175736,0.019703808,0.04051963,-0.012207,10.2295,42.558,1.0423
0.9,3.4041101,-0.00029326,0,1.17669371,0.00153795,0.02304639,0.04065819,-0.012207,10.2295,42.488,1.04035
0.95,3.4630067,-0.00020537,0,1.17623566,0.00138027,0.026690699,0.04073275,-0.012207,10.2295,42.442,1.03998
1,3.5217693,-0.00012354,0,1.17647533,0.00147172,0.030624786,0.04077297,-0.012207,10.2295,42.476,1.03997
1.05,3.5805836,-0.0000917,0,1.17635378,0.00137136,0.034834953,0.04079465,-0.012207,10.2295,42.628,1.04221
1.1,3.6394096,-0.00000986,0,1.17632269,0.00175267,0.039307936,0.04080633,-0.012207,10.2295,42.77,1.04418
1.15,3.6982238,0.00007803,0,1.17615518,0.00169906,0.044033286,0.04081263,-0.0366211,10.2295,42.887,1.04695
1.2,3.7570318,0.00018789,0,1.17609576,0.00152012,0.04900577,0.04081603,-0.134277,10.2295,42.997,1.04951
1.25,3.8158274,0.00024775,0,1.17610707,0.00148809,0.05422756,0.04081786,-0.292969,10.2295,43.182,1.05353
1.3,3.8746256,0.00031367,0,1.17596394,0.00109887,0.05971002,0.04081885,-0.585937,10.2295,43.377,1.05673
1.35,3.9334177,0.00037959,0.00658159,1.17572865,0.00088993,0.065474904,0.04081938,-0.939941,10.2295,43.534,1.0598
1.4,3.9922256,0.00040156,0.01981341,1.17600688,0.00115685,0.071554855,0.04081966,-1.3916,10.2295,43.521,1.0592
1.45,4.0509719,0.00044551,0.03191698,1.17611646,0.00102202,0.077993146,0.04081982,-1.92871,10.2295,43.381,1.05749
1.5,4.1098076,0.00053945,0.03729293,1.17648848,0.00085448,0.084842663,0.0408199,-2.53906,10.2295,43.122,1.05279
1.55,4.1686169,0.00055537,0.04038635,1.17668132,0.00093661,0.092164237,0.04081995,-3.17383,10.2295,42.913,1.0498
1.6,4.2274705,0.00059932,0.04203162,1.17690478,0.00093425,0.100024441,0.04081997,-3.95508,10.2295,42.886,1.04754
1.65,4.2863193,0.00064326,0.04291096,1.17702911,0.00054661,0.108493041,0.04081998,-4.69971,10.2295,43.086,1.04989
1.7,4.345207,0.00068721,0.04338909,1.17698789,0.00022678,0.117640298,0.04081999,-5.50537,10.2295,43.274,1.0519
1.75,4.4040367,0.00065918,0.04364507,1.17692761,0.00038252,0.127534319,0.04082,-6.31103,10.2295,43.436,1.05493
1.8,4.4629138,0.00068115,0.04378357,1.17720813,0.00026142,0.138238635,0.04082,-7.05566,10.2295,43.473,1.05589
1.85,4.5217498,0.00070313,0.04385809,1.17697094,0.0003604,0.149810127,0.04082,-7.88574,10.2295,43.458,1.05564
1.9,4.5806216,0.00070313,0.05540655,1.17695245,-0.00002564,0.162297427,0.04082,-8.66699,10.2295,43.509,1.05647
1.95,4.6394507,0.0007251,0.06995021,1.17658796,-0.00021026,0.175739801,0.04082,-9.46045,10.2295,43.718,1.06053
2,4.6983371,0.0006751,0.07820439,1.17683343,-0.00033693,0.190166531,0.04082,-10.2783,10.2295,43.891,1.06498
2.05,4.7571214,0.0006751,0.08279064,1.17643304,-0.00064937,0.205596759,0.04082,-11.0229,10.2295,44.074,1.06843
2.1,4.8159649,0.0006251,0.08509605,1.17631192,-0.0007144,0.222039702,0.04082,-11.8408,10.2295,44.168,1.07005
2.15,4.8747668,0.0005751,0.09538483,1.17642288,-0.00118197,0.239495176,0.04082,-12.6465,10.2295,44.257,1.07105
2.2,4.9335556,0.0005251,0.1099316,1.176509,-0.00104787,0.257954323,0.04082,-13.4155,10.2295,44.292,1.07071
2.25,4.9924044,0.00045313,0.12057881,1.17646963,-0.00146908,0.277400463,0.04082,-14.2334,10.2295,44.339,1.07083
2.3,5.0512583,0.00040918,0.13236277,1.17629081,-0.00198652,0.297809995,0.04082,-15.0146,10.2295,44.444,1.07186
2.35,5.1100609,0.00027129,0.14836714,1.17639299,-0.0022034,0.3191533,0.04291267,-15.8081,10.2295,44.699,1.07581
2.4,5.1688447,0.00013945,0.16199666,1.17595074,-0.00254451,0.341395589,0.05496912,-16.626,10.2295,44.975,1.08013
2.45,5.2276871,0.00001367,0.17475953,1.17577535,-0.00266061,0.364497693,0.07018288,-17.3584,10.2295,45.192,1.08361
2.5,5.2864393,-0.00014014,0.19152428,1.17564304,-0.00305192,0.388416765,0.07617734,-18.2129,10.2295,45.311,1.08558
2.55,5.345214,-0.00027197,0.21209014,1.17569884,-0.00280716,0.413106909,0.08028392,-18.9697,10.2295,45.428,1.08784
2.6,5.4040108,-0.00042578,0.23170449,1.17531196,-0.00321862,0.438519735,0.08439571,-19.7632,10.2295,45.454,1.08946
2.65,5.4627887,-0.00055156,0.25402975,1.17482458,-0.00368799,0.464604841,0.09759501,-20.5933,10.2295,45.42,1.08806
2.7,5.5215361,-0.00077734,0.27457572,1.1749108,-0.00381613,0.491310247,0.11341526,-21.3135,10.2295,45.296,1.08439
2.75,5.5802689,-0.00098115,0.30231872,1.17481043,-0.00417434,0.518582779,0.11973825,-22.0581,10.2295,45.236,1.0805
2.8,5.6389745,-0.00118496,0.32651796,1.17447828,-0.00436657,0.54636842,0.12611456,-22.6685,10.2295,45.264,1.07958
2.85,5.6977512,-0.00141074,0.35109146,1.17405363,-0.00449564,0.574612627,0.14028528,-23.23,10.2295,45.381,1.0809
2.9,5.7564188,-0.00165244,0.38467987,1.17394161,-0.00470668,0.603260645,0.15669327,-23.6938,10.2295,45.465,1.08369
2.95,5.8151024,-0.00189414,0.41300635,1.17359613,-0.00516979,0.632257806,0.16332215,-24.1089,10.2295,45.532,1.08659
3,5.8737955,-0.00213584,0.44423402,1.17349788,-0.00539671,0.661549841,0.16777227,-24.4141,10.2295,45.572,1.08894
3.05,5.9324992,-0.00245557,0.4782491,1.17365043,-0.00557875,0.691083211,0.1720693,-24.6826,10.2295,45.66,1.09004
3.1,5.9911086,-0.00271924,0.51321911,1.17388358,-0.00562038,0.720805464,0.1784735,-24.8535,10.2295,45.781,1.09156
3.15,6.0498526,-0.00300488,0.55074265,1.17372226,-0.0056733,0.750665624,0.19254224,-24.9512,10.2295,45.846,1.09163
3.2,6.1085493,-0.00329053,0.5890787,1.17418141,-0.00584377,0.780614619,0.20383407,-24.9756,10.2295,45.919,1.09284
3.25,6.1672301,-0.00357012,0.62822086,1.17391868,-0.00604005,0.810605739,0.209126,-24.9756,10.2295,45.994,1.09464
3.3,6.2259893,-0.00388379,0.67011108,1.17360135,-0.00649945,0.840595106,0.21269119,-24.9756,10.2295,46.049,1.09708
3.35,6.2846093,-0.00419746,0.71285235,1.17389983,-0.00639552,0.870542148,0.21444185,-24.9756,10.2295,46.176,1.10069
3.4,6.343326,-0.00457705,0.75617164,1.17368332,-0.00631554,0.900410047,0.21544808,-24.9756,10.2295,46.453,1.10706
3.45,6.402008,-0.00485664,0.80230105,1.17375148,-0.00624129,0.930166133,0.21597731,-24.9756,10.2295,46.738,1.11107
3.5,6.4606788,-0.00518623,0.8513374,1.17380478,-0.00606141,0.959782194,0.21626565,-24.9756,10.2295,46.929,1.11536
3.55,6.5193826,-0.00546582,0.90116728,1.17414661,-0.00609091,0.98923469,0.21642066,-24.9756,10.2295,46.908,1.11484
3.6,6.5781002,-0.00577344,0.95418239,1.17452366,-0.00603667,1.018504829,0.21650423,-24.9756,10.2295,46.876,1.11476
3.65,6.6368103,-0.00606514,1.00615107,1.17489294,-0.0060814,1.047578512,0.21654931,-24.9756,10.2295,46.892,1.11539
3.7,6.6956099,-0.00637275,1.06080367,1.17465217,-0.0059043,1.076446141,0.21657359,-24.9756,10.2295,46.896,1.1163
3.75,6.7543641,-0.00670234,1.11580249,1.17512939,-0.00563316,1.105102294,0.2123017,-24.9756,10.2295,46.883,1.11595
3.8,6.8130981,-0.00691602,1.17108248,1.17438579,-0.00547995,1.133545297,0.19967819,-24.9756,10.2295,46.937,1.11765
3.85,6.8718642,-0.00722363,1.22898951,1.17420487,-0.00573102,1.16177671,0.18593609,-24.9756,10.2295,46.83,1.11556
3.9,6.9305157,-0.00750928,1.29003226,1.17329008,-0.00526252,1.18980077,0.18023235,-24.9756,10.2295,46.612,1.11167
3.95,6.9892043,-0.00779492,1.35203414,1.17253167,-0.00525839,1.217623818,0.17237089,-24.9756,10.2295,46.429,1.10794
4,7.0477924,-0.00800859,1.41272682,1.17250049,-0.00518056,1.245253755,0.15791134,-24.9756,10.2295,46.409,1.10697
4.05,7.1063676,-0.00831621,1.47581468,1.17228736,-0.00452131,1.272699533,0.14316407,-24.9756,10.2295,46.468,1.10758
4.1,7.164978,-0.00850791,1.53887943,1.17179365,-0.00476921,1.299970735,0.136919,-24.9756,10.2295,46.511,1.10955
4.15,7.2235931,-0.00869961,1.60455407,1.1723389,-0.00437587,1.327077221,0.1330516,-24.9756,10.2295,46.389,1.10852
4.2,7.2821253,-0.00899131,1.67132641,1.1720273,-0.00344081,1.354028864,0.11955693,-24.9756,10.2295,46.286,1.10766
4.25,7.3408248,-0.00911709,1.74110289,1.17165994,-0.00342024,1.38083536,0.10394877,-24.9756,10.2295,46.174,1.10605
4.3,7.3993546,-0.00925879,1.81152119,1.17141401,-0.00306649,1.407506102,0.09512126,-24.9756,10.2295,46.234,1.10699
4.35,7.4579464,-0.00942852,1.88479811,1.17100999,-0.00260021,1.434050087,0.09022695,-24.9756,10.2295,46.4,1.11028
4.4,7.516458,-0.00956035,1.95664765,1.17038909,-0.00226758,1.46047586,0.07876723,-24.9756,10.2295,46.474,1.11214
4.45,7.5750212,-0.00962022,2.0312949,1.16977315,-0.0018734,1.48679144,0.06351436,-24.9756,10.2295,46.413,1.11091
