time,x,y,psi,u,v,r,p,delta,n,thrust,torque
0,2.9317123,-0.0008228,0,1.17746697,0.00013682,-0.000033721,0.0058094,-0.012207,10.2295,41.448,1.01897
0.05,2.9905726,-0.0008228,0,1.17699598,0.00020288,-0.000053398,0.01969572,-0.012207,10.2295,41.429,1.01862
0.1,3.0494158,-0.0008228,0,1.17739604,0.00059661,-0.000083294,0.02998275,-0.012207,10.2295,41.301,1.01594
0.15,3.108266,-0.0008008,0,1.17711641,0.00052504,-0.000128018,0.0349917,-0.012207,10.2295,41.274,1.01426
0.2,3.1671653,-0.00072887,0,1.17696605,0.00063923,-0.000193897,0.03765989,-0.012207,10.2295,41.359,1.01488
0.25,3.2259984,-0.00073488,0,1.17706621,0.00105454,-0.000289473,0.03912957,-0.012207,10.2295,41.568,1.01748
0.3,3.2848531,-0.00064095,0,1.17668557,0.00081829,-0.000426058,0.03990458,-0.012207,10.2295,41.722,1.01951
0.35,3.3436952,-0.00059702,0,1.17625268,0.00128875,-0.00061836,0.04032774,-0.012207,10.2295,41.939,1.02207
0.4,3.4024816,-0.0005811,0,1.17632524,0.00145006,-0.000885158,0.04055435,-0.012207,10.2295,42.239,1.02701
0.45,3.4612735,-0.00044926,0,1.1763369,0.00139152,-0.001249972,0.04067685,-0.012207,10.2295,42.555,1.03317
0.5,3.5201129,-0.00036741,0,1.17607516,0.00171884,-0.001741711,0.04074283,-0.012207,10.2295,42.709,1.03685
0.55,3.5789153,-0.00030149,0,1.17598802,0.00127416,-0.002395231,0.0407784,-0.012207,10.2295,42.81,1.03932
0.6,3.6376975,-0.00020756,0,1.176028,0.00108814,-0.003251743,0.04079758,-0.0244141,10.2295,42.95,1.04228
0.65,3.6964892,-0.00018557,0,1.17611054,0.00131968,-0.004358999,0.04080791,-0.012207,10.2295,43.114,1.04495
0.7,3.7553098,-0.00011964,0,1.17584885,0.00130631,-0.005771213,0.04081348,0.109863,10.2295,43.268,1.0465
0.75,3.8141016,-0.00003179,0,1.17552988,0.00135985,-0.00754863,0.04081649,0.292969,10.2295,43.454,1.04836
0.8,3.8728759,0.00000613,0,1.17552688,0.00113972,-0.00975674,0.04081811,0.561523,10.2295,43.585,1.05091
0.85,3.9316374,0.00009399,0,1.17537075,0.00117732,-0.012465093,0.03653409,0.915527,10.2295,43.679,1.05246
